SchoolCode,SchoolName,StreetNumber,StreetName,SuburbId,StateId,CountryId,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender,ICSEAValue
8156,Leeton High School,26,Mallee Street,7086,5,2,Secondary School,-34.546840,146.405976,Comprehensive,Year 7 to Year 12,Coed,906
2386,Leeton Public School,36,Mallee Street,7086,5,2,Primary School,-34.546126,146.407232,Comprehensive,Kinder to Year 6,Coed,980
1740,Leeville Public School,9375,Summerland Way,7089,5,2,Primary School,-28.930843,153.003537,Comprehensive,Kinder to Year 6,Coed,937
7423,Leichhardt Public School,14,McDonald Street,7096,5,2,Primary School,-33.884270,151.158140,Comprehensive,Kinder to Year 6,Coed,1149
4184,Lennox Head Public School,21,Mackney Lane,7113,5,2,Primary School,-28.794377,153.590695,Comprehensive,Kinder to Year 6,Coed,1052
4475,Leonay Public School,5,Fairways Avenue,7116,5,2,Primary School,-33.764320,150.650498,Comprehensive,Kinder to Year 6,Coed,1053
2926,Leppington Public School,144,Rickard Road,7122,5,2,Primary School,-33.959269,150.810901,Comprehensive,Kinder to Year 6,Coed,924
5712,Les Powell School,99,Townview Road,8697,5,2,Schools for Specific Purposes,-33.904340,150.912370,Comprehensive,Medium / High Support needs,Coed,NULL
4408,Lethbridge Park Public School,2,Copeland Road,7133,5,2,Primary School,-33.737964,150.800109,Comprehensive,Kinder to Year 6,Coed,850
8532,Leumeah High School,NULL,NULL,7135,5,2,Secondary School,-34.054339,150.847370,Comprehensive,Year 7 to Year 12,Coed,952
4058,Leumeah Public School,1,Burrendong Road,7135,5,2,Primary School,-34.049425,150.840373,Comprehensive,Kinder to Year 6,Coed,1016
2391,Leura Public School,NULL,NULL,7136,5,2,Primary School,-33.711151,150.336733,Comprehensive,Kinder to Year 6,Coed,1061
4369,Lewisham Public School,49-53,The Boulevarde,7141,5,2,Primary School,-33.897746,151.146076,Comprehensive,Kinder to Year 6,Coed,1102
2394,Lidcombe Public School,1,Mills Street,7152,5,2,Primary School,-33.861019,151.046926,Comprehensive,Kinder to Year 6,Coed,1009
2395,Lightning Ridge Central School,2,Matrix Street,7162,5,2,Central/Community School,-29.425211,147.978614,Comprehensive,Kinder to Year 12,Coed,829
4084,Lilli Pilli Public School,28-32,Lilli Pilli Point Road,7164,5,2,Primary School,-34.066592,151.118387,Comprehensive,Kinder to Year 6,Coed,1093
5757,Lincoln School,12R,Narromine Road,3828,5,2,Schools for Specific Purposes,-32.231300,148.578400,Comprehensive,Juvenile Justice establishment,Coed,NULL
2404,Lindfield East Public School,90,Tryon Road,4014,5,2,Primary School,-33.767479,151.184290,Comprehensive,Kinder to Year 6,Coed,1192
4658,Lindfield Learning Village,,,NULL,NULL,NULL,Central/Community School,NULL,NULL,Comprehensive,Kinder to Year 12,Coed,NULL
2403,Lindfield Public School,234,Pacific Highway,7196,5,2,Primary School,-33.780750,151.168917,Comprehensive,Kinder to Year 6,Coed,1184
4042,Lindsay Park Public School,49,Thames Street,13407,5,2,Primary School,-34.430004,150.860942,Comprehensive,Kinder to Year 6,Coed,1075
8544,Lisarow High School,8,The Rise,7212,5,2,Secondary School,-33.385327,151.370354,Comprehensive,Year 7 to Year 12,Coed,1000
2407,Lisarow Public School,27,Macdonalds Road,7212,5,2,Primary School,-33.381283,151.376296,Comprehensive,Kinder to Year 6,Coed,1037
4085,Lismore Heights Public School,195,High Street,7215,5,2,Primary School,-28.806982,153.300641,Comprehensive,Kinder to Year 6,Coed,923
1780,Lismore Public School,10A,Pound Street,7214,5,2,Primary School,-28.814289,153.290900,Comprehensive,Kinder to Year 6,Coed,936
2409,Lismore South Public School,NULL,NULL,11387,5,2,Primary School,-28.809502,153.262056,Comprehensive,Kinder to Year 6,Coed,906
8125,Lithgow High School,22,Maple Crescent,7219,5,2,Secondary School,-33.485739,150.166271,Comprehensive,Year 7 to Year 12,Coed,939
2410,Lithgow Public School,163,Mort Street,7219,5,2,Primary School,-33.482092,150.160227,Comprehensive,Kinder to Year 6,Coed,930
8186,Liverpool Boys High School,NULL,NULL,7244,5,2,Secondary School,-33.917157,150.931540,Comprehensive,Year 7 to Year 12,Boys,941
8176,Liverpool Girls High School,NULL,NULL,7244,5,2,Secondary School,-33.917986,150.931475,Comprehensive,Year 7 to Year 12,Girls,937
5556,Liverpool Hospital School,1,Campbell Street,7244,5,2,Schools for Specific Purposes,-33.919912,150.931084,Comprehensive,Hospital School,Coed,NULL
7424,Liverpool Public School,251,Bigge Street,7244,5,2,Primary School,-33.923572,150.925924,Comprehensive,Kinder to Year 6,Coed,969
4161,Liverpool West Public School,NULL,NULL,7244,5,2,Primary School,-33.927101,150.907691,Comprehensive,Kinder to Year 6,Coed,903
2413,Llandilo Public School,NULL,NULL,7250,5,2,Primary School,-33.707237,150.751783,Comprehensive,Kinder to Year 6,Coed,943
2417,Lochinvar Public School,95,New England Highway,7265,5,2,Primary School,-32.700305,151.451988,Comprehensive,Kinder to Year 6,Coed,977
2418,Lockhart Central School,86,Hebden Street,7267,5,2,Central/Community School,-35.222753,146.714747,Comprehensive,Kinder to Year 12,Coed,891
4221,Loftus Public School,103,National Avenue,7279,5,2,Primary School,-34.046979,151.048886,Comprehensive,Kinder to Year 6,Coed,1080
5753,Lomandra School,100,Beverley Road,2214,5,2,Schools for Specific Purposes,-34.061730,150.824344,Comprehensive,Behaviour Disorder,Coed,NULL
2421,Londonderry Public School,545,Londonderry Road,7292,5,2,Primary School,-33.647454,150.736905,Comprehensive,Kinder to Year 6,Coed,941
2423,Long Flat Public School,5077,Oxley Highway,7296,5,2,Primary School,-31.437823,152.486120,Comprehensive,Kinder to Year 6,Coed,936
5690,Longneck Lagoon Environmental Education Centre,NULL,Lagoon Walking Track,7660,5,2,Environmental Education Centre,-33.576219,150.892806,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
1921,Lord Howe Island Central School,NULL,Bowker Avenue Track,7322,5,2,Central/Community School,-31.530072,159.069032,Comprehensive,Kinder to Year 12,Coed,1052
3594,Louth Public School,1,Hughes Street,7334,5,2,Primary School,-30.535792,145.117942,Comprehensive,Kinder to Year 6,Coed,NULL
2428,Lowanna Public School,54,Grafton Street,7345,5,2,Primary School,-30.207220,152.899923,Comprehensive,Kinder to Year 6,Coed,851
2429,Lowesdale Public School,7995,Riverina Highway,7390,5,2,Primary School,-35.856229,146.368662,Comprehensive,Kinder to Year 6,Coed,1059
5713,Lucas Gardens School,NULL,NULL,2221,5,2,Schools for Specific Purposes,-33.868897,151.114304,Comprehensive,Medium / High Support needs,Coed,NULL
8271,Lucas Heights Community School,NULL,NULL,616,5,2,Central/Community School,-34.035778,151.004817,Comprehensive,Kinder to Year 12,Coed,1034
2431,Luddenham Public School,24,Jamison Street,7409,5,2,Primary School,-33.881331,150.691523,Comprehensive,Kinder to Year 6,Coed,920
2432,Lue Public School,NULL,NULL,7412,5,2,Primary School,-32.656339,149.844616,Comprehensive,Kinder to Year 6,Coed,921
3796,Lugarno Public School,NULL,NULL,7413,5,2,Primary School,-33.984956,151.044676,Comprehensive,Kinder to Year 6,Coed,1077
8401,Lurnea High School,48,Napier Avenue,7423,5,2,Secondary School,-33.941743,150.896043,Comprehensive,Year 7 to Year 12,Coed,901
4289,Lurnea Public School,59,Adrian Avenue,7423,5,2,Primary School,-33.932082,150.891925,Comprehensive,Kinder to Year 6,Coed,908
2436,Lyndhurst Public School,12,Marsden Street,7435,5,2,Primary School,-33.673266,149.044914,Comprehensive,Kinder to Year 6,Coed,936
4258,Lynwood Park Public School,87,Turner Street,1169,5,2,Primary School,-33.754408,150.926373,Comprehensive,Kinder to Year 6,Coed,979
8822,Macarthur Girls High School,1-19,Macarthur Street,9924,5,2,Secondary School,-33.813086,151.012499,Comprehensive,Year 7 to Year 12,Girls,1029
2439,Macdonald Valley Public School,1329,Saint Albans Road,NULL,5,2,Primary School,-33.321271,150.971993,Comprehensive,Kinder to Year 6,Coed,945
8490,Macintyre High School,39,Brissett Street,5976,5,2,Secondary School,-29.767546,151.129187,Comprehensive,Year 7 to Year 12,Coed,937
8162,Macksville High School,10,Park Street,7480,5,2,Secondary School,-30.714945,152.917010,Comprehensive,Year 7 to Year 12,Coed,931
2444,Macksville Public School,NULL,Matilda Street,7480,5,2,Primary School,-30.707763,152.917145,Comprehensive,Kinder to Year 6,Coed,920
8362,Maclean High School,14,Cameron Street,7482,5,2,Secondary School,-29.466440,153.201490,Comprehensive,Year 7 to Year 12,Coed,952
3946,Maclean Public School,31,Oban Street,7482,5,2,Primary School,-29.457217,153.201309,Comprehensive,Kinder to Year 6,Coed,916
8553,Macquarie Fields High School,NULL,NULL,7491,5,2,Secondary School,-33.996784,150.884901,Comprehensive,Year 7 to Year 12,Coed,1051
4064,Macquarie Fields Public School,63,Wattle Avenue,7491,5,2,Primary School,-33.995325,150.882486,Comprehensive,Kinder to Year 6,Coed,1005
4449,Madang Avenue Public School,24,Mimika Avenue,13441,5,2,Primary School,-33.759958,150.804846,Comprehensive,Kinder to Year 6,Coed,873
2448,Maimuru Public School,NULL,NULL,7534,5,2,Primary School,-34.243066,148.214319,Comprehensive,Kinder to Year 6,Coed,977
3236,Main Arm Upper Public School,1129,Main Arm Road,12717,5,2,Primary School,-28.498479,153.412410,Comprehensive,Kinder to Year 6,Coed,1058
5630,Mainsbridge School,119,Flowerdale Road,7244,5,2,Schools for Specific Purposes,-33.925783,150.907516,Comprehensive,Medium / High Support needs,Coed,NULL
2451,Maitland East Public School,32,William Street,4019,5,2,Primary School,-32.748991,151.585256,Comprehensive,Kinder to Year 6,Coed,977
8127,Maitland Grossmann High School,22,Morpeth Road,4019,5,2,Secondary School,-32.743453,151.591504,Comprehensive,Year 7 to Year 12,Coed,999
8126,Maitland High School,32,High Street,4019,5,2,Secondary School,-32.747365,151.597333,Comprehensive,Year 7 to Year 12,Coed,928
3949,Maitland Public School,70,Elgin Street,7542,5,2,Primary School,-32.735460,151.553306,Comprehensive,Kinder to Year 6,Coed,943
2454,Malabar Public School,231,Franklin Street,7552,5,2,Primary School,-33.962214,151.248559,Comprehensive,Kinder to Year 6,Coed,1082
4262,Mallawa Public School,NULL,NULL,7570,5,2,Primary School,-29.645473,149.439183,Comprehensive,Kinder to Year 6,Coed,930
2460,Mandurama Public School,67,Loquat Street,7601,5,2,Primary School,-33.651480,149.069495,Comprehensive,Kinder to Year 6,Coed,NULL
2464,Manifold Public School,NULL,Manifold Road,942,5,2,Primary School,-28.749066,153.077066,Comprehensive,Kinder to Year 6,Coed,953
2465,Manildra Public School,2100,Packham Drive,7616,5,2,Primary School,-33.184214,148.700122,Comprehensive,Kinder to Year 6,Coed,932
7305,Manilla Central School,24,Wilga Avenue,7617,5,2,Central/Community School,-30.750947,150.728435,Comprehensive,Kinder to Year 12,Coed,858
4021,Manly Vale Public School,77,Sunshine Street,7622,5,2,Primary School,-33.783497,151.259760,Comprehensive,Kinder to Year 6,Coed,1133
3950,Manly Village Public School,NULL,NULL,7620,5,2,Primary School,-33.799400,151.287627,Comprehensive,Kinder to Year 6,Coed,1161
2469,Manly West Public School,3,Marjory Thomas Place,489,5,2,Primary School,-33.791875,151.268753,Comprehensive,Kinder to Year 6,Coed,1139
4316,Mannering Park Public School,43,Vales Road,7628,5,2,Primary School,-33.150794,151.536785,Comprehensive,Kinder to Year 6,Coed,929
4552,Manning Gardens Public School,9,Myall Avenue,11960,5,2,Primary School,-31.892305,152.459892,Comprehensive,Kinder to Year 6,Coed,772
2472,Maraylya Public School,8,Neich Road,7660,5,2,Primary School,-33.592681,150.916264,Comprehensive,Kinder to Year 6,Coed,1041
4282,Marayong Heights Public School,4A,Guerie Street,7661,5,2,Primary School,-33.742667,150.896425,Comprehensive,Kinder to Year 6,Coed,976
4166,Marayong Public School,139,Richmond Road,7661,5,2,Primary School,-33.756609,150.895304,Comprehensive,Kinder to Year 6,Coed,951
4327,Marayong South Public School,54,McClean Street,1169,5,2,Primary School,-33.760128,150.885236,Comprehensive,Kinder to Year 6,Coed,993
4652,Marie Bashir Public School,159,Albert Road,11670,5,2,Primary School,-33.875168,151.079424,Comprehensive,Kinder to Year 6,Coed,1104
3898,Marks Point Public School,16,Reid Street,7695,5,2,Primary School,-33.057486,151.650131,Comprehensive,Kinder to Year 6,Coed,953
2480,Maroota Public School,4540,Old Northern Road,7723,5,2,Primary School,-33.455283,150.993650,Comprehensive,Kinder to Year 6,Coed,1002
2482,Maroubra Bay Public School,127,Duncan Street,7724,5,2,Primary School,-33.944236,151.253017,Comprehensive,Kinder to Year 6,Coed,1073
7427,Maroubra Junction Public School,96,Storey Street,7724,5,2,Primary School,-33.936072,151.236652,Comprehensive,Kinder to Year 6,Coed,1114
4454,Marra Creek Public School,NULL,NULL,12151,5,2,Primary School,-30.878870,147.374516,Comprehensive,Kinder to Year 6,Coed,NULL
2485,Marrar Public School,8,Centenary Drive,7732,5,2,Primary School,-34.828341,147.355155,Comprehensive,Kinder to Year 6,Coed,1020
8540,Marrickville High School,46,Petersham Road,7737,5,2,Secondary School,-33.905781,151.155995,Comprehensive,Year 7 to Year 12,Coed,976
3952,Marrickville Public School,102,Chapel Street,7737,5,2,Primary School,-33.906705,151.162658,Comprehensive,Kinder to Year 6,Coed,1057
3951,Marrickville West Public School,48,Henson Street,7737,5,2,Primary School,-33.914468,151.145073,Comprehensive,Kinder to Year 6,Coed,1036
8225,Marsden High School,22,Winbourne Street,13395,5,2,Secondary School,-33.803326,151.071124,Comprehensive,Year 7 to Year 12,Coed,1023
2489,Marsden Park Public School,363,Garfield Road West,7743,5,2,Primary School,-33.696425,150.833642,Comprehensive,Kinder to Year 6,Coed,961
4278,Marsden Road Public School,155-159,Elizabeth Drive,7244,5,2,Primary School,-33.916491,150.912841,Comprehensive,Kinder to Year 6,Coed,961
2492,Martindale Public School,670,Martindale Road,7750,5,2,Primary School,-32.458834,150.665723,Comprehensive,Kinder to Year 6,Coed,931
2493,Martins Creek Public School,10,Cook Street,7751,5,2,Primary School,-32.565996,151.623453,Comprehensive,Kinder to Year 6,Coed,NULL
2494,Martins Gully Public School,1,Kearney Street,298,5,2,Primary School,-30.523938,151.637256,Comprehensive,Kinder to Year 6,Coed,1052
4431,Marton Public School,NULL,NULL,4222,5,2,Primary School,-34.046492,151.024232,Comprehensive,Kinder to Year 6,Coed,1048
2496,Marulan Public School,63,George Street,7754,5,2,Primary School,-34.713399,150.006603,Comprehensive,Kinder to Year 6,Coed,926
5721,Mary Brooksbank School,NULL,NULL,10824,5,2,Schools for Specific Purposes,-34.097820,150.792742,Comprehensive,Medium / High Support needs,Coed,NULL
4600,Maryland Public School,51,John T Bell Drive,7763,5,2,Primary School,-32.881427,151.658808,Comprehensive,Kinder to Year 6,Coed,979
2499,Mascot Public School,215,King Street,7769,5,2,Primary School,-33.928577,151.192485,Comprehensive,Kinder to Year 6,Coed,1026
2500,Mathoura Public School,20,Frome Street,7777,5,2,Primary School,-35.816079,144.902097,Comprehensive,Kinder to Year 6,Coed,943
2501,Matong Public School,5649,Canola Way,7779,5,2,Primary School,-34.770061,146.927303,Comprehensive,Kinder to Year 6,Coed,1012
2502,Matraville Public School,310,Bunnerong Road,7780,5,2,Primary School,-33.955064,151.229111,Comprehensive,Kinder to Year 6,Coed,1010
4067,Matraville Soldiers Settlement Public School,29,Menin Road,7780,5,2,Primary School,-33.958039,151.239995,Comprehensive,Kinder to Year 6,Coed,971
8249,Matraville Sports High School,1217,Anzac Parade,2607,5,2,Secondary School,-33.964747,151.244548,Sports,Year 7 to Year 12,Coed,909
4526,Matthew Pearce Public School,4,Astoria Park Road,728,5,2,Primary School,-33.758183,150.963554,Comprehensive,Kinder to Year 6,Coed,1169
4466,Mawarra Public School,68,MacArthur Road,4136,5,2,Primary School,-34.061245,150.712200,Comprehensive,Kinder to Year 6,Coed,1031
2506,Mayfield East Public School,NULL,NULL,7797,5,2,Primary School,-32.895360,151.748666,Comprehensive,Kinder to Year 6,Coed,980
2507,Mayfield West Public School,NULL,NULL,7800,5,2,Primary School,-32.888697,151.730116,Comprehensive,Kinder to Year 6,Coed,997
2508,Mayrung Public School,1956,Mayrung Road,7802,5,2,Primary School,-35.464317,145.308790,Comprehensive,Kinder to Year 6,Coed,960
3886,McCallums Hill Public School,117,Remly Street,10822,5,2,Primary School,-33.934891,151.084758,Comprehensive,Kinder to Year 6,Coed,996
2509,Meadow Flat Public School,2630,Great Western Highway,7845,5,2,Primary School,-33.433726,149.920456,Comprehensive,Kinder to Year 6,Coed,990
3863,Meadowbank Public School,4-6,Thistle Street,10940,5,2,Primary School,-33.817807,151.097677,Comprehensive,Kinder to Year 6,Coed,1105
2511,Medlow Public School,NULL,Taylors Arm Road,12739,5,2,Primary School,-30.779087,152.690160,Comprehensive,Kinder to Year 6,Coed,969
2512,Medowie Public School,15,Ferodale Road,7864,5,2,Primary School,-32.738245,151.854060,Comprehensive,Kinder to Year 6,Coed,1007
2515,Megalong Public School,1,Springhill Road,NULL,5,2,Primary School,-33.715301,150.232582,Comprehensive,Kinder to Year 6,Coed,1018
3846,Melrose Park Public School,110,Wharf Road,7891,5,2,Primary School,-33.814849,151.071939,Comprehensive,Kinder to Year 6,Coed,1072
8566,Melville High School,50,Nicholson Street,11377,5,2,Secondary School,-31.090020,152.825104,Comprehensive,Year 7 to Year 12,Coed,889
8583,Menai High School,42,Gerald Road,5931,5,2,Secondary School,-34.002904,151.023851,Comprehensive,Year 7 to Year 12,Coed,1049
2520,Menai Public School,NULL,NULL,7905,5,2,Primary School,-34.012130,151.006587,Comprehensive,Kinder to Year 6,Coed,1003
2522,Mendooran Central School,NULL,River Street,7909,5,2,Central/Community School,-31.818731,149.122445,Comprehensive,Kinder to Year 12,Coed,905
2523,Menindee Central School,47,Candilla Street,7911,5,2,Central/Community School,-32.393368,142.413290,Comprehensive,Kinder to Year 12,Coed,758
4416,Merewether Heights Public School,156,Scenic Drive,7931,5,2,Primary School,-32.946716,151.737458,Comprehensive,Kinder to Year 6,Coed,1108
8510,Merewether High School,16,School Street,1670,5,2,Secondary School,-32.929684,151.734749,Comprehensive,Year 7 to Year 12,Coed,1196
2525,Merewether Public School,6,Henry Street,7930,5,2,Primary School,-32.937547,151.742152,Comprehensive,Kinder to Year 6,Coed,999
2526,Merimbula Public School,NULL,NULL,7936,5,2,Primary School,-36.886525,149.916952,Comprehensive,Kinder to Year 6,Coed,990
